Date,Affected Accounts,Description,Debit,Credit,Debit,Credit,Debit,Credit
2024-06-19,KR10204-Emergency Savings,Transfer from Savings,,"61,089",,,,
2024-06-19,Total,Total,"61,090","61,090",0.00,0.00,0.00,0.00
2024-06-19,KR10101-Toss Checking Account,e-mart birthday Teena,,"69,890",,,,
2024-06-19,KR60002-Food Expenses,My portion,"17,472",,,,,
2024-06-19,KR60005-Personal Expenses,My portion,"52,418",,,,,
2024-06-19,Total,Total,"69,890","69,890",0.00,0.00,0.00,0.00
2024-06-19,KR10101-Toss Checking Account,Toss Event,3,,,,,
2024-06-19,KR70001-Cashback Income,Toss Event,,3,,,,
2024-06-19,Total,Total,3,3,0.00,0.00,0.00,0.00
2024-06-19,KR10101-Toss Checking Account,Transfer from Savings,"50,000",,,,,
2024-06-19,KR70002-Interest Income,Transfer from Savings,,0,,,,
2024-06-19,KR10204-Emergency Savings,Transfer from Savings,,"50,000",,,,
2024-06-19,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2024-06-19,KR10101-Toss Checking Account,Malatang birthday Teena,,"29,000",,,,
2024-06-19,KR60002-Food Expenses,My portion,"14,500",,,,,
2024-06-19,KR60005-Personal Expenses,My portion,"14,500",,,,,
2024-06-19,Total,Total,"29,000","29,000",0.00,0.00,0.00,0.00
2024-06-20,KR10101-Toss Checking Account,"GS25 w Teena, Tisya Ary (Teena’s Birthday)",,"7,000",,,,
2024-06-20,KR60005-Personal Expenses,"GS25 w Teena, Tisya Ary (Teena’s Birthday)","7,000",,,,,
2024-06-20,Total,Total,"7,000","7,000",0.00,0.00,0.00,0.00
2024-06-20,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-06-20,KR70001-Cashback Income,Cashback,,100,,,,
2024-06-20,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-06-20,KR10101-Toss Checking Account,Transfer to KakaoPay ,,"10,000",,,,
2024-06-20,KR10105-Kakao Checking Account,Transfer to KakaoPay ,"10,000",,,,,
2024-06-20,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2024-06-20,KR10105-Kakao Checking Account,Apple Music,,"3,300",,,,
2024-06-20,KR60005-Personal Expenses,Apple Music,"3,300",,,,,
2024-06-20,Total,Total,"3,300","3,300",0.00,0.00,0.00,0.00
2024-06-20,KR10101-Toss Checking Account,Transfer to Toss ,"6,700",,,,,
2024-06-20,KR10105-Kakao Checking Account,Transfer to Toss ,,"6,700",,,,
2024-06-20,Total,Total,"6,700","6,700",0.00,0.00,0.00,0.00
2024-06-21,KR10101-Toss Checking Account,Transfer to KakaoPay ,,"10,000",,,,
2024-06-21,KR10105-Kakao Checking Account,Transfer to KakaoPay ,"10,000",,,,,
2024-06-21,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2024-06-21,KR60005-Personal Expenses,GS25 1만원 권 for 황희,,"9,907",,,,
2024-06-21,KR10105-Kakao Checking Account,GS25 1만원 권 for 황희,"9,907",,,,,
2024-06-21,Total,Total,"9,907","9,907",0.00,0.00,0.00,0.00
2024-06-21,KR10105-Kakao Checking Account,GS25 1만원 권 for 황희 취소,,"9,907",,,,
2024-06-21,KR60005-Personal Expenses,GS25 1만원 권 for 황희 취소,"9,907",,,,,
2024-06-21,Total,Total,"9,907","9,907",0.00,0.00,0.00,0.00
2024-06-21,KR10101-Toss Checking Account,GS25,,"3,200",,,,
2024-06-21,KR60002-Food Expenses,GS25,"3,200",,,,,
2024-06-21,Total,Total,"3,200","3,200",0.00,0.00,0.00,0.00
2024-06-21,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-06-21,KR70001-Cashback Income,Cashback,,100,,,,
2024-06-21,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-06-21,KR10101-Toss Checking Account,Cafe w Jing,,"7,300",,,,
2024-06-21,KR60002-Food Expenses,Cafe w Jing,"7,300",,,,,
2024-06-21,Total,Total,"7,300","7,300",0.00,0.00,0.00,0.00
2024-06-22,KR10101-Toss Checking Account,7Eleven,,"5,000",,,,
2024-06-22,KR60002-Food Expenses,7Eleven,"5,000",,,,,
2024-06-22,Total,Total,"5,000","5,000",0.00,0.00,0.00,0.00
2024-06-22,KR10105-Kakao Checking Account,GS25,,"6,384",,,,
2024-06-22,KR60002-Food Expenses,GS25,"6,384",,,,,
2024-06-22,Total,Total,"6,384","6,384",0.00,0.00,0.00,0.00
2024-06-22,KR10105-Kakao Checking Account,CU (Mask),,"2,800",,,,
2024-06-22,KR60005-Personal Expenses,CU (Mask),"2,800",,,,,
2024-06-22,Total,Total,"2,800","2,800",0.00,0.00,0.00,0.00
2024-06-22,KR10101-Toss Checking Account,Transfer from Savings,"91,913",,,,,
2024-06-22,KR70002-Interest Income,Transfer from Savings,,2,,,,
2024-06-22,KR10204-Emergency Savings,Transfer from Savings,,"91,911",,,,
2024-06-22,Total,Total,"91,913","91,913",0.00,0.00,0.00,0.00
2024-06-22,KR10101-Toss Checking Account,Paris Baguette Zion,,"33,600",,,,
2024-06-22,KR60002-Food Expenses,Paris Baguette Zion,"31,360",,,,,
2024-06-22,KR60005-Personal Expenses,Paris Baguette Zion,"2,240",,,,,
2024-06-22,Total,Total,"33,600","33,600",0.00,0.00,0.00,0.00
2024-06-22,KR10101-Toss Checking Account,Paris Baguette ,,"3,400",,,,
2024-06-22,KR60002-Food Expenses,Paris Baguette ,"3,400",,,,,
2024-06-22,Total,Total,"3,400","3,400",0.00,0.00,0.00,0.00
2024-06-22,KR10101-Toss Checking Account,Coupang,,"31,630",,,,
2024-06-22,KR60002-Food Expenses,Coupang,"31,630",,,,,
2024-06-22,Total,Total,"31,630","31,630",0.00,0.00,0.00,0.00
2024-06-23,KR10101-Toss Checking Account,Malatang w Alua,,"17,804",,,,
2024-06-23,KR60002-Food Expenses,Malatang w Alua,"17,804",,,,,
2024-06-23,Total,Total,"17,804","17,804",0.00,0.00,0.00,0.00
2024-06-23,KR10101-Toss Checking Account,Mammoth w Alua,,"10,400",,,,
2024-06-23,KR60002-Food Expenses,Mammoth w Alua,"10,400",,,,,
2024-06-23,Total,Total,"10,400","10,400",0.00,0.00,0.00,0.00
2024-06-23,MY11101-Maybank Checking Account,Babah,,,50.00,,,
2024-06-23,MY71003-Allowance Income,Babah,,,,50.00,,
2024-06-23,Total,Total,0,0,50.00,50.00,0.00,0.00
2024-06-23,MY11101-Maybank Checking Account,Google Drive,,,,8.49,,
2024-06-23,MY61005-Personal Expenses,Google Drive,,,8.49,,,
2024-06-23,Total,Total,0,0,8.49,8.49,0.00,0.00
2024-06-25,MY11101-Maybank Checking Account,Babah,,,"2,500.00",,,
2024-06-25,MY71003-Allowance Income,Babah,,,,"2,500.00",,
2024-06-25,Total,Total,0,0,"2,500.00","2,500.00",0.00,0.00
2024-06-25,MY11101-Maybank Checking Account,Wise 2 1MYR@295.044KRW,,,,"2,541.51",,
2024-06-25,MY61005-Personal Expenses,Wise 2 1MYR@295.044KRW,,,"2,513.47",,,
2024-06-25,MY61007-Exchange Expenses,Wise 2 1MYR@295.044KRW,,,28.04,,,
2024-06-25,KR10101-Toss Checking Account,Wise 2 1MYR@295.044KRW,"741,584",,,,,
2024-06-25,KR70005-Allowance Income,Wise 2 1MYR@295.044KRW,,"741,584",,,,
2024-06-25,Total,Total,"741,584","741,584","2,541.51","2,541.51",0.00,0.00
2024-06-25,KR10101-Toss Checking Account,Transfer to KakaoPay ,,"74,674",,,,
2024-06-25,KR10105-Kakao Checking Account,Transfer to KakaoPay ,"74,674",,,,,
2024-06-25,Total,Total,"74,674","74,674",0.00,0.00,0.00,0.00
2024-06-25,KR60003-Healthcare Expenses,7월 건강보혐료,"75,490",,,,,
2024-06-25,KR10105-Kakao Checking Account,7월 건강보혐료,,"75,490",,,,
2024-06-25,Total,Total,"75,490","75,490",0.00,0.00,0.00,0.00
2024-06-25,KR60001-Home Expenses,Rent,"410,000",,,,,
2024-06-25,KR10101-Toss Checking Account,Rent,,"410,000",,,,
2024-06-25,Total,Total,"410,000","410,000",0.00,0.00,0.00,0.00
2024-06-25,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-06-25,KR70001-Cashback Income,Cashback,,100,,,,
2024-06-25,Total,Total,100,100,0.00,0.00,0.00,0.00
